method,cyclomatic_complexity,executions,total_method_execution_time,percentage_of_total_time,average_execution_time
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/logger.rb:578 (Logger::LogDevice#initialize),7,3,41,0.005097429279385126,13.666666666666666
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/railtie.rb:204 (Rails::Railtie#initialize),2,16,41,0.005097429279385126,2.5625
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:133 (CodeRay::PluginHost#plugin_hash),1,18,40,0.0049731017359854884,2.2222222222222223
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:115 (Set#freeze),1,8,40,0.0049731017359854884,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/processing.rb:130 (Sprockets::Processing#register_bundle_metadata_reducer),9,4,39,0.004848774192585851,9.75
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/railtie.rb:141 (#<Class:Rails::Railtie>#console),2,3,39,0.004848774192585851,13
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/deprecation/instance_delegator.rb:13 (ActiveSupport::Deprecation::InstanceDelegator::ClassMethods#include),1,3,39,0.004848774192585851,13
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/railtie/configuration.rb:6 (Rails::Railtie::Configuration#initialize),0,16,38,0.004724446649186214,2.375
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/kernel/reporting.rb:26 (Kernel#with_warnings),1,1,37,0.004600119105786576,37
/Users/brian/.rvm/gems/ruby-2.2.3/gems/temple-0.7.6/lib/temple/map.rb:50 (Temple::MutableMap#update),0,16,37,0.004600119105786576,2.3125
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/deprecation/instance_delegator.rb:18 (ActiveSupport::Deprecation::InstanceDelegator::ClassMethods#method_added),0,15,35,0.004351464018987302,2.3333333333333335
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:20 (Concurrent::Event#initialize),1,6,35,0.004351464018987302,5.833333333333333
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/engine.rb:422 (Rails::Engine#initialize),1,1,34,0.004227136475587666,34
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:517 (ActiveSupport::Callbacks::CallbackChain#initialize),1,2,33,0.0041028089321880285,16.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:307 (#<Class:Neo4j::Shared::TypeConverters>#included),4,2,33,0.0041028089321880285,16.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:115 (#<Class:Thor::Base>#register_klass_file),3,3,33,0.0041028089321880285,11
/Users/brian/.rvm/gems/ruby-2.2.3/gems/slop-3.6.0/lib/slop.rb:660 (Slop#extract_long_flag),5,1,32,0.003978481388788391,32
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:690 (Enumerable#to_set),0,12,32,0.003978481388788391,2.6666666666666665
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/external_runtime.rb:123 (ExecJS::ExternalRuntime#locate_executable),9,2,29,0.0036054987585894794,14.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/temple-0.7.6/lib/temple/mixins/engine_dsl.rb:84 (Temple::Mixins::EngineDSL#chain_proc_constructor),11,2,29,0.0036054987585894794,14.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:342 (#<Class:Neo4j::Shared::TypeConverters>#register_converter),0,10,29,0.0036054987585894794,2.9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/notifications/fanout.rb:85 (ActiveSupport::Notifications::Fanout::Subscribers::Evented#initialize),1,4,29,0.0036054987585894794,7.25
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/processing.rb:207 (Sprockets::Processing#register_config_processor),2,4,28,0.0034811712151898424,7
/Users/brian/.rvm/gems/ruby-2.2.3/gems/temple-0.7.6/lib/temple/mixins/template.rb:17 (Temple::Mixins::Template#create),2,2,28,0.0034811712151898424,14
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/monitor.rb:238 (MonitorMixin#mon_initialize),1,3,28,0.0034811712151898424,9.333333333333334
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/behavior.rb:21 (Pry::Config::Behavior#initialize),1,4,27,0.003356843671790205,6.75
/Users/brian/.rvm/gems/ruby-2.2.3/gems/bundler-1.11.2/lib/bundler/dependency.rb:98 (Bundler::Dependency#current_platform?),3,15,27,0.003356843671790205,1.8
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/command_set.rb:317 (Pry::CommandSet#[]),0,12,27,0.003356843671790205,2.25
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/object/deep_dup.rb:13 (Object#deep_dup),1,12,26,0.0032325161283905677,2.1666666666666665
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/logger/log_level.rb:15 (Sass::Logger::LogLevel::ClassMethods#log_levels),0,11,26,0.0032325161283905677,2.3636363636363638
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/notifications/fanout.rb:19 (ActiveSupport::Notifications::Fanout#subscribe),2,4,25,0.0031081885849909307,6.25
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/command_set.rb:110 (Pry::CommandSet#create_command),2,2,24,0.002983861041591293,12
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/processing.rb:234 (Sprockets::Processing#wrap_processor),4,4,24,0.002983861041591293,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:34 (Concurrent::Utility::EngineDetector#ruby_version),2,2,24,0.002983861041591293,12
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails.rb:78 (#<Class:Rails>#groups),2,1,24,0.002983861041591293,24
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/configuration.rb:78 (Rails::Configuration::Generators#initialize),1,1,24,0.002983861041591293,24
/Users/brian/.rvm/gems/ruby-2.2.3/gems/slop-3.6.0/lib/slop.rb:223 (Slop#parse!),21,1,24,0.002983861041591293,24
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/object/duplicable.rb:64 (Symbol#duplicable?),0,10,23,0.002859533498191656,2.3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:779 (Sass::Util#ruby1_8?),5,9,22,0.0027352059547920186,2.4444444444444446
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/subscriber.rb:33 (#<Class:ActiveSupport::Subscriber>#attach_to),1,1,22,0.0027352059547920186,22
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:361 (ActiveSupport::Callbacks::Callback#initialize),1,1,22,0.0027352059547920186,22
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/singleton.rb:161 (#<Class:Singleton>#included),1,2,22,0.0027352059547920186,11
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:32 (Sass::Util#scope),0,7,21,0.002610878411392381,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:99 (#<Class:Thor::Base>#subclasses),0,6,20,0.0024865508679927442,3.3333333333333335
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:208 (Thor::Base::ClassMethods#argument),8,1,20,0.0024865508679927442,20
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:75 (Sass::Util#map_vals),2,2,20,0.0024865508679927442,10
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/native_extension_loader.rb:30 (Concurrent::Utility::NativeExtensionLoader#load_native_extensions),14,1,20,0.0024865508679927442,20
/Users/brian/.rvm/gems/ruby-2.2.3/gems/slop-3.6.0/lib/slop.rb:631 (Slop#build_option),5,1,19,0.002362223324593107,19
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thread_safe-0.3.5/lib/thread_safe/non_concurrent_cache_backend.rb:7 (ThreadSafe::NonConcurrentCacheBackend#initialize),0,7,19,0.002362223324593107,2.7142857142857144
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/delegate.rb:389 (Object#DelegateClass),8,1,19,0.002362223324593107,19
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:49 (CodeRay::PluginHost#[]),1,1,19,0.002362223324593107,19
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:14 (Concurrent::Utility::EngineDetector#on_cruby?),0,7,18,0.0022378957811934694,2.5714285714285716
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/parser.rb:262 (#<Class:Sass::Script::Parser>#production),8,8,18,0.0022378957811934694,2.25
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:390 (Set#|),0,9,18,0.0022378957811934694,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/concern/obligation.rb:139 (Concurrent::Concern::Obligation#init_obligation),0,5,18,0.0022378957811934694,3.6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/hooks.rb:98 (Pry::Hooks#add_hook),9,1,17,0.002113568237793833,17
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/railtie/configuration.rb:16 (Rails::Railtie::Configuration#eager_load_namespaces),0,6,17,0.002113568237793833,2.8333333333333335
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/deprecation.rb:35 (ActiveSupport::Deprecation#initialize),1,1,17,0.002113568237793833,17
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/parser/argument.rb:58 (Thor::Argument#default_banner),5,6,17,0.002113568237793833,2.8333333333333335
/Users/brian/.rvm/gems/ruby-2.2.3/gems/slop-3.6.0/lib/slop.rb:276 (Slop#on),5,1,17,0.002113568237793833,17
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/array/extract_options.rb:7 (Hash#extractable_options?),0,9,17,0.002113568237793833,1.8888888888888888
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/configuration.rb:87 (Rails::Configuration::Generators#initialize_copy),1,1,17,0.002113568237793833,17
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/behavior.rb:81 (Pry::Config::Behavior#key?),1,4,16,0.0019892406943941955,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/group.rb:248 (#<Class:Thor::Group>#baseclass),0,6,16,0.0019892406943941955,2.6666666666666665
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thread_safe-0.3.5/lib/thread_safe/non_concurrent_cache_backend.rb:88 (ThreadSafe::NonConcurrentCacheBackend#clear),1,4,16,0.0019892406943941955,4
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/singleton.rb:132 (#<Class:Singleton>#__init__),6,2,16,0.0019892406943941955,8
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/parser/argument.rb:54 (Thor::Argument#valid_type?),0,6,16,0.0019892406943941955,2.6666666666666665
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:79 (CodeRay::PluginHost#plugin_path),2,3,16,0.0019892406943941955,5.333333333333333
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/monitor.rb:231 (MonitorMixin#initialize),1,3,16,0.0019892406943941955,5.333333333333333
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/uri/rfc2396_parser.rb:99 (URI::RFC2396_Parser#initialize),1,1,16,0.0019892406943941955,16
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:242 (CodeRay::Plugin#register_for),1,1,16,0.0019892406943941955,16
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/parser/argument.rb:31 (Thor::Argument#required?),0,6,15,0.0018649131509945584,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/concern/dereferenceable.rb:48 (Concurrent::Concern::Dereferenceable#set_deref_options),0,5,14,0.0017405856075949212,2.8
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:576 (Thor::Base::ClassMethods#inherited),1,3,14,0.0017405856075949212,4.666666666666667
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionview-4.2.5/lib/action_view/template/resolver.rb:170 (ActionView::PathResolver#initialize),2,2,14,0.0017405856075949212,7
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/attr_internal.rb:24 (Module#attr_internal_ivar_name),0,8,13,0.0016162580641952838,1.625
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thread_safe-0.3.5/lib/thread_safe/cache.rb:154 (ThreadSafe::Cache#validate_options_hash!),12,2,13,0.0016162580641952838,6.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:547 (ActiveSupport::Callbacks::CallbackChain#initialize_copy),1,1,13,0.0016162580641952838,13
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:647 (ActiveSupport::Callbacks::ClassMethods#set_callback),3,1,13,0.0016162580641952838,13
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/logger.rb:501 (Logger::Formatter#initialize),0,4,13,0.0016162580641952838,3.25
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionview-4.2.5/lib/action_view/template/resolver.rb:308 (ActionView::FileSystemResolver#initialize),2,2,13,0.0016162580641952838,6.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:36 (Nokogiri::VersionInfo#warnings),5,2,13,0.0016162580641952838,6.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/application.rb:89 (#<Class:Rails::Application>#inherited),1,1,13,0.0016162580641952838,13
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:99 (Sass::Util#map_hash),4,2,13,0.0016162580641952838,6.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/railtie/configuration.rb:68 (Rails::Railtie::Configuration#after_initialize),0,4,12,0.0014919305207956464,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/behavior.rb:128 (Pry::Config::Behavior#try_convert_to_hash),3,2,12,0.0014919305207956464,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/compressing.rb:13 (Sprockets::Compressing#register_compressor),1,7,12,0.0014919305207956464,1.7142857142857142
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/object/try.rb:69 (Object#try!),3,1,12,0.0014919305207956464,12
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/behavior.rb:64 (Pry::Config::Behavior#merge!),2,2,12,0.0014919305207956464,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:273 (Thor::Base::ClassMethods#class_option),0,5,12,0.0014919305207956464,2.4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:543 (Thor::Base::ClassMethods#build_option),0,5,12,0.0014919305207956464,2.4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:238 (Thor::Base::ClassMethods#arguments),0,5,12,0.0014919305207956464,2.4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/parser/option.rb:109 (Thor::Option#validate!),2,5,12,0.0014919305207956464,2.4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:559 (Sass::Util#ap_geq?),4,1,11,0.0013676029773960093,11
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/dependencies.rb:36 (Sprockets::Dependencies#register_dependency_resolver),0,4,11,0.0013676029773960093,2.75
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thread_safe-0.3.5/lib/thread_safe/mri_cache_backend.rb:65 (ThreadSafe::MriCacheBackend#clear),0,4,11,0.0013676029773960093,2.75
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:258 (CodeRay::Plugin#plugin_host),2,2,11,0.0013676029773960093,5.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/attr_internal.rb:14 (Module#attr_internal_accessor),1,2,11,0.0013676029773960093,5.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/web-console-2.2.1/lib/web_console/whitelist.rb:30 (WebConsole::Whitelist#coerce_network_to_ipaddr),1,2,11,0.0013676029773960093,5.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/value/base.rb:22 (Sass::Script::Value::Base#initialize),4,3,11,0.0013676029773960093,3.6666666666666665
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:575 (ActiveSupport::Callbacks::CallbackChain#append_one),1,1,10,0.0012432754339963721,10
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/logger/log_level.rb:35 (Sass::Logger::LogLevel::ClassMethods#define_logger),3,5,10,0.0012432754339963721,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/external_runtime.rb:114 (ExecJS::ExternalRuntime#deprecated?),0,4,10,0.0012432754339963721,2.5
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/ipaddr.rb:350 (IPAddr#hash),3,3,10,0.0012432754339963721,3.3333333333333335
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/lexer.rb:108 (#<Class:Sass::Script::Lexer>#string_re),3,4,10,0.0012432754339963721,2.5
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/mutex_m.rb:72 (Mutex_m#mu_synchronize),0,4,10,0.0012432754339963721,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/parser.rb:283 (#<Class:Sass::Script::Parser>#unary),5,4,10,0.0012432754339963721,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/processing.rb:20 (Sprockets::Processing#register_pipeline),1,3,10,0.0012432754339963721,3.3333333333333335
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/object/deep_dup.rb:41 (Hash#deep_dup),0,5,10,0.0012432754339963721,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/bundler-1.11.2/lib/bundler/runtime.rb:57 (Bundler::Runtime#require),23,1,10,0.0012432754339963721,10
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/cli.rb:55 (#<Class:Pry::CLI>#reset),1,1,10,0.0012432754339963721,10
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/deprecation/method_wrappers.rb:28 (ActiveSupport::Deprecation::MethodWrapper#deprecate_methods),7,1,10,0.0012432754339963721,10
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/engine/configuration.rb:9 (Rails::Engine::Configuration#initialize),1,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/bundler-1.11.2/lib/bundler/spec_set.rb:112 (Bundler::SpecSet#sorted),6,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/railtie.rb:153 (#<Class:Rails::Railtie>#generators),2,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:769 (ActiveSupport::Callbacks::ClassMethods#define_callbacks),5,2,9,0.0011189478905967347,4.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/module.rb:30 (#<Class:ExecJS>#root),0,4,9,0.0011189478905967347,2.25
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/string/filters.rb:19 (String#squish!),1,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/cli.rb:23 (#<Class:Pry::CLI>#add_options),4,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/actions.rb:50 (Thor::Actions::ClassMethods#add_runtime_options!),1,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/plugins.rb:82 (Pry::PluginManager#plugins),1,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/cli.rb:47 (#<Class:Pry::CLI>#add_option_processor),1,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/default.rb:116 (Pry::Config::Default#initialize),1,1,9,0.0011189478905967347,9
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/behavior.rb:34 (Pry::Config::Behavior#[]),0,3,8,0.0009946203471970978,2.6666666666666665
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:594 (ActiveSupport::Callbacks::ClassMethods#normalize_callback_params),3,1,8,0.0009946203471970978,8
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/singleton.rb:153 (#<Class:Singleton>#append_features),3,2,8,0.0009946203471970978,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:790 (ActiveSupport::Callbacks::ClassMethods#set_callbacks),1,3,8,0.0009946203471970978,2.6666666666666665
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:288 (Thor::Base::ClassMethods#remove_argument),5,1,8,0.0009946203471970978,8
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/external_runtime.rb:145 (ExecJS::ExternalRuntime#generate_compile_method),1,4,8,0.0009946203471970978,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:20 (Nokogiri::VersionInfo#compiled_parser_version),0,3,8,0.0009946203471970978,2.6666666666666665
/Users/brian/.rvm/gems/ruby-2.2.3/gems/active_attr-0.8.5/lib/active_attr/chainable_initialization.rb:34 (#<Class:ActiveAttr::ChainableInitialization>#append_features),3,2,8,0.0009946203471970978,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/descendants_tracker.rb:12 (#<Class:ActiveSupport::DescendantsTracker>#descendants),1,1,8,0.0009946203471970978,8
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/processor_counter.rb:9 (Concurrent::Utility::ProcessorCounter#initialize),1,1,8,0.0009946203471970978,8
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/directive_processor.rb:99 (Sprockets::DirectiveProcessor#compile_header_pattern),8,2,8,0.0009946203471970978,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/plugins.rb:70 (Pry::PluginManager#locate_plugins),6,1,8,0.0009946203471970978,8
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/command_set.rb:18 (Pry::CommandSet#initialize),2,1,8,0.0009946203471970978,8
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/default.rb:139 (Pry::Config::Default#configure_history),4,1,7,0.0008702928037974606,7
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/runtime.rb:47 (ExecJS::Runtime#deprecated?),0,3,7,0.0008702928037974606,2.3333333333333335
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/notifications.rb:170 (#<Class:ActiveSupport::Notifications>#subscribe),0,4,7,0.0008702928037974606,1.75
