method,cyclomatic_complexity,executions,total_method_execution_time,percentage_of_total_time,average_execution_time
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:61 (CodeRay::PluginHost#const_missing),1,1,7,0.0008702928037974606,7
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:804 (Sass::Util#macruby?),2,1,7,0.0008702928037974606,7
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:587 (ActiveSupport::Callbacks::CallbackChain#remove_duplicates),1,1,7,0.0008702928037974606,7
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:24 (Nokogiri::VersionInfo#libxml2?),0,3,7,0.0008702928037974606,2.3333333333333335
/Users/brian/.rvm/gems/ruby-2.2.3/gems/temple-0.7.6/lib/temple/map.rb:63 (Temple::OptionMap#[]=),1,2,7,0.0008702928037974606,3.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/external_runtime.rb:109 (ExecJS::ExternalRuntime#available?),2,2,7,0.0008702928037974606,3.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/version.rb:112 (Sass::Version#version_date),2,1,7,0.0008702928037974606,7
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/subscriber.rb:79 (ActiveSupport::Subscriber#initialize),1,1,6,0.0007459652603978232,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/script/functions.rb:611 (#<Class:Sass::Script::Functions>#include),1,1,6,0.0007459652603978232,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/convenience.rb:17 (Pry::Config::Convenience#config_shortcut),2,2,6,0.0007459652603978232,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/ruby_rhino_runtime.rb:90 (ExecJS::RubyRhinoRuntime#available?),2,1,6,0.0007459652603978232,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/at_exit.rb:13 (Concurrent::AtExitImplementation#initialize),1,1,6,0.0007459652603978232,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic_reference/mutex_atomic.rb:16 (Concurrent::MutexAtomicReference#initialize),1,1,6,0.0007459652603978232,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/module.rb:13 (#<Class:ExecJS>#runtime=),3,1,6,0.0007459652603978232,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/logger.rb:44 (ActiveSupport::Logger#initialize),1,1,6,0.0007459652603978232,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/environment.rb:14 (#<Class:Sass::BaseEnvironment>#inherited_hash_reader),11,3,6,0.0007459652603978232,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/environment.rb:32 (#<Class:Sass::BaseEnvironment>#inherited_hash_writer),14,3,6,0.0007459652603978232,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:460 (ActiveSupport::Callbacks::Callback#compute_identifier),1,1,6,0.0007459652603978232,6
/Users/brian/.rvm/gems/ruby-2.2.3/gems/i18n-0.7.0/lib/i18n/config.rb:119 (I18n::Config#load_path),0,3,6,0.0007459652603978232,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/temple-0.7.6/lib/temple/mixins/options.rb:44 (Temple::Mixins::ClassOptions#disable_option_validator!),0,4,6,0.0007459652603978232,1.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/engine.rb:537 (Rails::Engine#config),0,2,6,0.0007459652603978232,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:14 (Nokogiri::VersionInfo#loaded_parser_version),0,3,6,0.0007459652603978232,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:786 (ActiveSupport::Callbacks::ClassMethods#get_callbacks),1,2,5,0.0006216377169981861,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/module.rb:34 (#<Class:ExecJS>#windows?),0,3,5,0.0006216377169981861,1.6666666666666667
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/parser/argument.rb:46 (Thor::Argument#validate!),4,1,5,0.0006216377169981861,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/attr_internal.rb:3 (Module#attr_internal_reader),0,2,5,0.0006216377169981861,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:88 (#<Class:Thor::Base>#included),1,1,5,0.0006216377169981861,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionview-4.2.5/lib/action_view/template/handlers.rb:52 (ActionView::Template::Handlers#register_default_template_handler),1,1,5,0.0006216377169981861,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/slop-3.6.0/lib/slop.rb:647 (Slop#extract_short_flag),3,1,5,0.0006216377169981861,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:828 (Sass::Util#ordered_hash),8,1,5,0.0006216377169981861,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:196 (CodeRay::PluginHost#path_to),1,2,5,0.0006216377169981861,2.5
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/uri/rfc2396_parser.rb:330 (URI::RFC2396_Parser#unescape),0,1,5,0.0006216377169981861,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/cli.rb:38 (#<Class:Pry::CLI>#add_plugin_options),1,1,5,0.0006216377169981861,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/attr_internal.rb:8 (Module#attr_internal_writer),0,2,5,0.0006216377169981861,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/external_runtime.rb:119 (ExecJS::ExternalRuntime#binary),0,2,5,0.0006216377169981861,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/string/strip.rb:22 (String#strip_heredoc),3,1,5,0.0006216377169981861,5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/logger/base.rb:15 (Sass::Logger::Base#initialize),0,2,5,0.0006216377169981861,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:6 (Nokogiri::VersionInfo#jruby?),1,2,5,0.0006216377169981861,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionview-4.2.5/lib/action_view/template/resolver.rb:105 (ActionView::Resolver#initialize),0,2,5,0.0006216377169981861,2.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:108 (#<Class:Thor::Base>#subclass_files),0,3,5,0.0006216377169981861,1.6666666666666667
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/monotonic_time.rb:6 (#<Class:0x007ffc39beac70>#initialize),1,1,5,0.0006216377169981861,5
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/ipaddr.rb:249 (IPAddr#ipv4?),0,3,5,0.0006216377169981861,1.6666666666666667
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionview-4.2.5/lib/action_view/template/resolver.rb:54 (ActionView::Resolver::Cache#initialize),0,2,4,0.0004973101735985489,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/behavior.rb:7 (Pry::Config::Behavior::Builder#from_hash),0,2,4,0.0004973101735985489,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/slop-3.6.0/lib/slop.rb:210 (Slop#parse),1,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/ruby_racer_runtime.rb:107 (ExecJS::RubyRacerRuntime#available?),2,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionpack-4.2.5/lib/action_dispatch/http/mime_type.rb:8 (Mime::Mimes#symbols),0,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/duktape_runtime.rb:61 (ExecJS::DuktapeRuntime#available?),2,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tilt-2.0.1/lib/tilt/mapping.rb:52 (Tilt::Mapping#initialize),1,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/bundler-1.11.2/lib/bundler.rb:98 (#<Class:Bundler>#require),0,1,4,0.0004973101735985489,4
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/uri/rfc2396_parser.rb:299 (URI::RFC2396_Parser#escape),4,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:562 (ActiveSupport::Callbacks::CallbackChain#append),0,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/railtie/configuration.rb:83 (Rails::Railtie::Configuration#respond_to?),1,2,4,0.0004973101735985489,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:187 (#<Class:Neo4j::Shared::TypeConverters::TimeConverter>#convert_type),0,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/xml_mini.rb:90 (ActiveSupport::XmlMini#backend=),3,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/plugins.rb:65 (Pry::PluginManager#initialize),0,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/directive_processor.rb:63 (Sprockets::DirectiveProcessor#initialize),0,2,4,0.0004973101735985489,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/object/try.rb:62 (Object#try),2,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/command_set.rb:256 (Pry::CommandSet#disabled_command),2,2,4,0.0004973101735985489,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/xml_mini.rb:183 (ActiveSupport::XmlMini#cast_backend_name_to_module),4,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tilt-2.0.1/lib/tilt/mapping.rb:102 (Tilt::Mapping#register),2,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:614 (Sass::Util#ironruby?),2,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic_reference/mutex_atomic.rb:57 (Concurrent::MutexAtomicReference#ns_initialize),0,1,4,0.0004973101735985489,4
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionpack-4.2.5/lib/action_dispatch/http/mime_type.rb:29 (#<Class:Mime>#[]),2,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionview-4.2.5/lib/action_view/template/resolver.rb:40 (ActionView::Resolver::Cache::SmallCache#initialize),0,2,3,0.0003729826301989116,1.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:128 (CodeRay::PluginHost#register),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/temple-0.7.6/lib/temple/map.rb:46 (Temple::MutableMap#[]=),0,2,3,0.0003729826301989116,1.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:53 (#<Class:Neo4j::Shared::TypeConverters::BigDecimalConverter>#convert_type),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:133 (Thor::Base::ClassMethods#attr_accessor),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/descendants_tracker.rb:39 (#<Class:ActiveSupport::DescendantsTracker>#accumulate_descendants),2,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionview-4.2.5/lib/action_view/log_subscriber.rb:10 (ActionView::LogSubscriber#initialize),1,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/subscriber.rb:56 (#<Class:ActiveSupport::Subscriber>#subscribers),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:77 (#<Class:Neo4j::Shared::TypeConverters::StringConverter>#convert_type),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:125 (Thor::Base::ClassMethods#attr_reader),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/web-console-2.2.1/lib/web_console/whitelist.rb:12 (WebConsole::Whitelist#initialize),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:150 (#<Class:Neo4j::Shared::TypeConverters::DateTimeConverter>#convert_type),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/binding_of_caller-0.7.2/lib/binding_of_caller.rb:3 (Object#mri_2?),2,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:221 (#<Class:Neo4j::Shared::TypeConverters::YAMLConverter>#convert_type),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/command_set.rb:164 (Pry::CommandSet#import),2,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/temple-0.7.6/lib/temple/mixins/options.rb:15 (Temple::Mixins::ClassOptions#set_options),0,2,3,0.0003729826301989116,1.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/bundler-1.11.2/lib/bundler.rb:84 (#<Class:Bundler>#setup),3,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/xml_mini.rb:175 (ActiveSupport::XmlMini#current_thread_backend),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:161 (Thor::Base::ClassMethods#strict_args_position!),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/erubis-2.7.0/lib/erubis/converter.rb:112 (Erubis::Basic::Converter#pattern_regexp),3,1,3,0.0003729826301989116,3
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/rake/rake_module.rb:7 (#<Class:Rake>#application),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/at_exit.rb:46 (Concurrent::AtExitImplementation#install),1,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:603 (ActiveSupport::Callbacks::ClassMethods#__update_callbacks),2,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:43 (Sass::Util#to_hash),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/executor/immediate_executor.rb:21 (Concurrent::ImmediateExecutor#initialize),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/dependencies.rb:47 (Sprockets::Dependencies#add_dependency),0,2,3,0.0003729826301989116,1.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:622 (Sass::Util#rbx?),2,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/processing.rb:102 (Sprockets::Processing#register_bundle_processor),0,2,3,0.0003729826301989116,1.5
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:242 (#<Class:Neo4j::Shared::TypeConverters::JSONConverter>#convert_type),0,1,3,0.0003729826301989116,3
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/backtrace_cleaner.rb:64 (ActiveSupport::BacktraceCleaner#add_silencer),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:437 (Sass::Util#version_gt),9,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/web-console-2.2.1/lib/web_console/whitelist.rb:26 (WebConsole::Whitelist#normalize_networks),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:18 (#<Class:Neo4j::Shared::TypeConverters::IntegerConverter>#convert_type),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/native_extension_loader.rb:14 (Concurrent::Utility::NativeExtensionLoader#c_extensions_loaded?),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/object/duplicable.rb:54 (TrueClass#duplicable?),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/slop-3.6.0/lib/slop.rb:675 (Slop#clean),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/hooks.rb:226 (Pry::Hooks#hook_exists?),2,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/execjs-2.6.0/lib/execjs/external_runtime.rb:235 (ExecJS::ExternalRuntime#which),5,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/deprecation.rb:20 (Module#deprecate),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:10 (Nokogiri::VersionInfo#engine),1,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/ordered_options.rb:25 (ActiveSupport::OrderedOptions#[]),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/backtrace_cleaner.rb:30 (ActiveSupport::BacktraceCleaner#initialize),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:72 (#<Class:CodeRay::PluginHost>#extended),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:934 (Sass::Util#enum_with_index),1,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/config/default.rb:135 (Pry::Config::Default#configure_gist),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:129 (#<Class:Neo4j::Shared::TypeConverters::DateConverter>#convert_type),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/logger/log_level.rb:9 (Sass::Logger::LogLevel::ClassMethods#inherited),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/object/duplicable.rb:34 (NilClass#duplicable?),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:172 (CodeRay::PluginHost#make_plugin_hash),7,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:571 (ActiveSupport::Callbacks::CallbackChain#chain),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/neo4j-6.0.1/lib/neo4j/shared/type_converters.rb:36 (#<Class:Neo4j::Shared::TypeConverters::FloatConverter>#convert_type),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/inflector/inflections.rb:36 (ActiveSupport::Inflector::Inflections#initialize),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/engine.rb:367 (#<Class:Rails::Engine>#find_root),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:532 (Thor::Base::ClassMethods#is_thor_reserved_word?),4,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/railtie/configuration.rb:58 (Rails::Railtie::Configuration#before_eager_load),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thread_safe-0.3.5/lib/thread_safe/mri_cache_backend.rb:21 (ThreadSafe::MriCacheBackend#[]=),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:926 (Sass::Util#has?),2,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/inflector/inflections.rb:162 (ActiveSupport::Inflector::Inflections#uncountable),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/application.rb:103 (#<Class:Rails::Application>#find_root),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:466 (Sass::Util#version_geq),1,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/processing.rb:50 (Sprockets::Processing#register_preprocessor),0,2,2,0.00024865508679927444,1
/Users/brian/.rvm/gems/ruby-2.2.3/gems/actionpack-4.2.5/lib/action_dispatch/http/mime_type.rb:152 (#<Class:Mime::Type>#lookup_by_extension),0,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/coderay-1.1.0/lib/coderay/helpers/plugin.rb:95 (CodeRay::PluginHost#map),3,1,2,0.00024865508679927444,2
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/string/filters.rb:11 (String#squish),0,1,1,0.00012432754339963722,1
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thread_safe-0.3.5/lib/thread_safe/non_concurrent_cache_backend.rb:15 (ThreadSafe::NonConcurrentCacheBackend#[]=),0,1,1,0.00012432754339963722,1
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/numeric/bytes.rb:15 (Numeric#kilobytes),0,1,1,0.00012432754339963722,1
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/native_extension_loader.rb:18 (Concurrent::Utility::NativeExtensionLoader#java_extensions_loaded?),0,1,1,0.00012432754339963722,1
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:32 (Nokogiri::VersionInfo#libxml2_using_packaged?),0,1,1,0.00012432754339963722,1
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/kernel/reporting.rb:14 (Kernel#silence_warnings),0,1,1,0.00012432754339963722,1
/Users/brian/.rvm/gems/ruby-2.2.3/gems/pry-0.10.3/lib/pry/hooks.rb:29 (Pry::Hooks#initialize),0,1,1,0.00012432754339963722,1
/Users/brian/.rvm/gems/ruby-2.2.3/gems/temple-0.7.6/lib/temple/mixins/engine_dsl.rb:5 (Temple::Mixins::EngineDSL#chain_modified!),0,19,0,0,0
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_object.rb:38 (Concurrent::Synchronization::MriObject#initialize),0,17,0,0,0
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/object.rb:145 (Concurrent::Synchronization::Object#initialize_volatile_with_cas),0,17,0,0,0
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:647 (Thor::Base::ClassMethods#initialize_added),0,1,0,0,0
/Users/brian/.rvm/gems/ruby-2.2.3/gems/thor-0.19.1/lib/thor/base.rb:583 (Module#method_added),6,1,0,0,0
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_object.rb:27 (Concurrent::Synchronization::MriAttrVolatile#full_memory_barrier),0,18,0,0,0
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/deprecation/instance_delegator.rb:18 (Module#method_added),0,1,0,0,0